Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5
D1,08/03/2003,Werder Bremen,VFL Bochum,2,0,H,0,0,D,1.727,3.4,4,1.8,3.4,4,1.8,3.1,3.8,1.8,3.25,3.75,1.83,3.25,3.75,1.833,3.25,3.75,1.83,3.3,3.6,1.7,2,1.66,2.1
D1,08/03/2003,VFL Wolfsburg,Energie Cottbus,3,2,H,2,2,D,1.833,3.2,3.75,1.85,3.4,3.7,1.75,3.2,4,1.91,3.25,3.4,1.8,3.25,4,1.8,3.25,4,1.9,3.25,3.4,1.85,1.85,1.83,1.83
D1,09/03/2003,Hannover 96,FC Hansa Rostock,3,1,H,2,1,H,2.2,3.25,2.75,2.25,3.2,2.9,2.2,3,2.9,2.2,3.2,2.8,2.2,3.2,2.88,2.2,3.2,2.875,2.2,3.1,2.87,1.75,1.95,1.72,2
D1,09/03/2003,FC Kaiserslautern,FC Nürnberg,5,0,H,2,0,H,1.727,3.2,4.333,1.7,3.4,4.5,1.6,3.4,4.6,1.73,3.4,4,1.73,3.4,4,1.75,3.4,4,1.66,3.3,4.5,1.7,2,1.8,1.9
D1,15/03/2003,Arminia Bielefeld,Bor. Mönchengladbach,4,1,H,1,0,H,1.9,3.25,3.4,2,3.25,3.45,2.1,3,3.1,1.91,3.25,3.4,2,3.25,3.3,2,3.2,3.3,1.9,3.25,3.4,1.75,1.85,1.83,1.83
D1,15/03/2003,VFL Bochum,Bayern München,1,4,A,0,2,A,4.5,3.5,1.61,4.75,3.5,1.66,3.6,3.1,1.85,4.33,3.4,1.67,4.5,3.4,1.67,4.5,3.4,1.67,4.5,3.3,1.66,1.6,2.05,1.66,2.1
D1,15/03/2003,Energie Cottbus,FC Kaiserslautern,1,3,A,1,1,D,2.3,3.2,2.62,2.55,3.3,2.5,2.5,3,2.5,2.4,3.25,2.5,2.38,3.25,2.6,2.5,3.2,2.5,2.5,3.25,2.4,1.65,1.95,1.8,1.9
D1,15/03/2003,Borussia Dortmund,Hannover 96,2,0,H,1,0,H,1.44,3.6,6.5,1.47,3.75,6.6,1.45,3.8,5.4,1.44,3.6,6.5,1.44,3.75,6.5,1.44,3.75,6.5,1.44,3.6,6.5,1.6,2.05,1.72,2
D1,15/03/2003,Hamburger SV,FC Schalke 04,3,1,H,1,0,H,2.1,3.2,3,2.15,3.15,3.15,2,3.1,3.2,2.1,3.2,3,2.1,3.25,3,2.1,3.25,3,2,3.2,3.2,1.7,1.9,1.83,1.83
D1,15/03/2003,FC Hansa Rostock,Werder Bremen,1,0,H,0,0,D,2.3,3.2,2.62,2.4,3.2,2.7,2.3,3,2.7,2.38,3.2,2.6,2.3,3.2,2.7,2.3,3.2,2.7,2.3,3.2,2.62,1.75,1.85,1.83,1.83
D1,15/03/2003,Bayer Leverkusen,VFL Wolfsburg,1,1,D,0,0,D,1.83,3.2,3.75,1.8,3.3,4.2,1.75,3.2,4,1.8,3.2,4,1.8,3.4,3.75,1.73,3.4,4.2,1.72,3.4,4,1.7,1.9,1.72,2
D1,16/03/2003,1860 München,VfB Stuttgart,0,1,A,0,1,A,2.5,3.1,2.5,2.5,3.25,2.55,2.4,3,2.6,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.4,3.25,2.5,1.65,1.95,1.8,1.9
D1,16/03/2003,FC Nürnberg,Hertha BSC,0,3,A,0,2,A,2.62,3.2,2.3,2.75,3.25,2.35,2.9,3,2.2,2.75,3.2,2.25,2.75,3.25,2.25,2.75,3.25,2.25,2.5,3.25,2.4,1.7,1.9,1.83,1.83
D1,22/03/2003,Bayern München,FC Hansa Rostock,1,0,H,0,0,D,1.222,5,9,1.26,5,9,1.25,4.5,9,1.29,4.5,8,1.25,5,8.5,1.25,5,9,1.22,5,9.5,1.5,2.25,1.72,2
D1,22/03/2003,Arminia Bielefeld,Borussia Dortmund,0,0,D,0,0,D,2.75,3.2,2.25,2.95,3.25,2.2,2.7,3,2.3,2.75,3.25,2.2,2.88,3.2,2.2,2.875,3.2,2.2,2.8,3.2,2.2,1.7,1.95,1.8,1.9
D1,22/03/2003,FC Kaiserslautern,Bayer Leverkusen,1,0,H,1,0,H,1.8,3.25,3.75,1.95,3.25,3.5,1.9,3.1,3.5,1.91,3.25,3.4,1.91,3.25,3.5,1.909,3.25,3.5,1.83,3.3,3.6,1.65,2,1.72,2
D1,22/03/2003,Bor. Mönchengladbach,Hamburger SV,2,0,H,0,0,D,2.375,3.25,2.5,2.4,3.15,2.7,2.4,3,2.6,2.4,3.25,2.5,2.38,3.2,2.62,2.3,3.2,2.7,2.4,3.25,2.5,1.75,1.9,1.8,1.9
D1,22/03/2003,FC Schalke 04,1860 München,1,1,D,1,1,D,1.667,3.4,4.333,1.7,3.3,4.7,1.7,3.2,4.2,1.73,3.5,3.75,1.8,3.2,4,1.8,3.2,4,1.83,3.3,3.6,1.65,2,1.8,1.9
D1,22/03/2003,Werder Bremen,Hannover 96,1,2,A,1,1,D,1.8,3.25,3.75,1.95,3.3,3.4,2,3.1,3.2,1.8,3.25,3.75,1.8,3.2,4,1.85,3.25,3.75,1.83,3.3,3.6,1.65,2,1.66,2.1
D1,22/03/2003,VFL Wolfsburg,VFL Bochum,2,0,H,2,0,H,1.727,3.2,4.333,1.75,3.3,4.35,1.75,3.2,4,1.73,3.4,4,1.73,3.25,4.33,1.7,3.25,4.5,1.72,3.25,4.2,1.65,2,1.72,2
D1,23/03/2003,Hertha BSC,Energie Cottbus,3,1,H,0,1,A,1.4,3.75,7,1.45,3.85,6.5,1.45,3.8,5.4,1.44,3.6,6.5,1.44,3.75,6.5,1.444,3.75,6.5,1.5,3.4,6,1.6,2.05,1.66,2.1
D1,23/03/2003,VfB Stuttgart,FC Nürnberg,0,2,A,0,1,A,1.4,3.75,7,1.4,4,7.1,1.35,4,7,1.4,3.75,7,1.36,4,7.5,1.364,4,7.5,1.4,3.75,7,1.6,2.05,1.72,2
D1,05/04/2003,VFL Bochum,FC Kaiserslautern,1,1,D,0,0,D,2.4,3.25,2.5,2.5,3.25,2.5,2.5,3,2.5,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5,1.65,2.1,1.72,2
D1,05/04/2003,Energie Cottbus,VfB Stuttgart,2,3,A,1,1,D,2.75,3.2,2.25,3.05,3.3,2.1,3.1,3,2.1,2.8,3.2,2.2,2.88,3.2,2.2,2.875,3.2,2.2,2.8,3.2,2.2,1.75,1.95,1.83,1.83
D1,05/04/2003,Borussia Dortmund,Werder Bremen,1,2,A,1,0,H,1.533,3.4,5.5,1.55,3.5,5.6,1.55,3.5,4.8,1.5,3.4,6,1.5,3.5,6,1.5,3.5,6,1.5,3.4,6,1.65,2.1,1.8,1.9
D1,05/04/2003,Hamburger SV,Arminia Bielefeld,1,0,H,1,0,H,1.571,3.5,5,1.6,3.4,5.4,1.55,3.5,4.8,1.533,3.4,5.5,1.57,3.4,5.5,1.571,3.4,5.5,1.53,3.4,5.5,1.7,2,1.8,1.9
D1,05/04/2003,Hannover 96,Bayern München,2,2,D,2,0,H,4.5,3.3,1.667,4.4,3.4,1.7,3.5,3.1,1.9,4.5,3.25,1.667,3.75,3.25,1.83,3.75,3.25,1.833,5,3.3,1.61,1.65,2.1,1.72,2
D1,05/04/2003,Bayer Leverkusen,Hertha BSC,4,1,H,3,0,H,2.3,3.2,2.625,2.35,3.25,2.65,2.2,3,2.9,2.375,3.2,2.6,2.38,3.2,2.63,2.375,3.25,2.6,2.4,3.25,2.5,1.7,2,1.8,1.9
D1,05/04/2003,FC Nürnberg,FC Schalke 04,0,0,D,0,0,D,2.5,3.25,2.4,2.75,3.2,2.35,2.7,3,2.3,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.62,3.2,2.3,1.7,2,1.8,1.9
D1,06/04/2003,FC Hansa Rostock,VFL Wolfsburg,1,0,H,1,0,H,2.2,3.2,2.8,2.2,3.2,2.95,2.2,3,2.9,2.1,3.2,3,2.2,3.25,2.8,2.2,3.25,2.8,2.2,3.2,2.8,1.9,1.8,1.9,1.8
D1,06/04/2003,1860 München,Bor. Mönchengladbach,2,0,H,0,0,D,1.8,3.1,4,1.8,3.3,4.1,1.7,3.2,4.2,1.8,3.25,3.75,1.73,3.25,4.33,1.75,3.25,4.2,1.72,3.25,4.2,1.7,2,1.8,1.9
D1,12/04/2003,Bayern München,Werder Bremen,0,1,A,0,1,A,1.4,3.75,7,1.4,4,7.3,1.5,3.7,5,1.4,3.75,7,1.4,3.75,7.5,1.4,3.75,7.5,1.4,3.6,7.5,1.6,2.05,,
D1,12/04/2003,Arminia Bielefeld,1860 München,2,1,H,2,1,H,2.2,3.25,2.75,2.2,3.2,3,2.2,3,2.9,2.2,3.2,2.8,,,,2.2,3.2,2.875,2.25,3.2,2.75,1.75,1.85,,
D1,12/04/2003,Hamburger SV,Borussia Dortmund,1,1,D,0,0,D,2.25,3.2,2.75,2.4,3.2,2.7,2.3,3,2.7,2.25,3.2,2.75,2.3,3.2,2.7,2.3,3.2,2.7,2.25,3.2,2.75,1.75,1.85,,
D1,12/04/2003,Hertha BSC,VFL Bochum,1,0,H,0,0,D,1.533,3.4,5.5,1.5,3.7,6.1,1.5,3.7,5,1.5,3.4,6,1.5,3.5,6,1.5,3.5,6,1.5,3.4,6,1.6,2.05,,
D1,12/04/2003,FC Kaiserslautern,FC Hansa Rostock,1,0,H,0,0,D,1.667,3.25,4.5,1.7,3.4,4.6,1.7,3.2,4.2,1.615,3.25,5,1.67,3.4,4.5,1.667,3.4,4.5,1.66,3.3,4.5,1.7,1.9,,
D1,12/04/2003,Bor. Mönchengladbach,FC Nürnberg,2,0,H,1,0,H,1.909,3.2,3.5,1.9,3.3,3.7,1.75,3.2,4,1.909,3.2,3.5,1.83,3.25,3.75,1.833,3.25,3.75,1.9,3.2,3.5,1.75,1.85,,
D1,12/04/2003,VfB Stuttgart,Bayer Leverkusen,3,0,H,2,0,H,1.8,3.25,3.75,1.85,3.4,3.75,1.85,3.1,3.6,1.8,3.25,3.75,1.8,3.4,3.75,1.8,3.4,3.75,1.8,3.3,3.75,1.65,1.95,,
D1,13/04/2003,FC Schalke 04,Energie Cottbus,3,0,H,1,0,H,1.533,3.4,5.5,1.45,3.8,6.8,1.35,4,7,1.444,3.75,6,1.44,3.75,6.5,1.444,3.75,6.5,1.44,3.5,7,1.6,2.05,,
D1,13/04/2003,VFL Wolfsburg,Hannover 96,1,0,H,0,0,D,1.909,3.25,3.4,1.95,3.3,3.5,2.1,3,3.1,1.909,3.2,3.5,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.3,3.3,1.7,1.9,,
D1,19/04/2003,Energie Cottbus,Bor. Mönchengladbach,1,1,D,1,0,H,2.375,3.25,2.5,2.42,3.3,2.6,2.3,3,2.7,2.4,3.25,2.5,2.4,3.3,2.5,2.4,3.3,2.5,2.3,3.2,2.62,1.7,1.9,1.83,1.83
D1,19/04/2003,Borussia Dortmund,Bayern München,1,0,H,0,0,D,2.4,3.25,2.5,2.47,3.3,2.52,2.3,3,2.7,2.5,3.2,2.5,2.4,3.2,2.6,2.4,3.2,2.6,2.4,3.1,2.6,1.8,1.8,1.83,1.83
D1,19/04/2003,Hannover 96,FC Kaiserslautern,2,1,H,0,1,A,2.375,3.25,2.5,2.45,3.3,2.55,2.2,3,2.9,2.5,2.875,2.625,2.4,3.2,2.6,2.4,3.2,2.6,2.37,3.3,2.5,1.7,1.9,1.8,1.9
D1,19/04/2003,FC Hansa Rostock,Hertha BSC,0,1,A,0,0,D,2.5,3.1,2.5,2.5,3.3,2.5,2.7,3,2.3,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5,1.75,1.85,1.9,1.8
D1,19/04/2003,1860 München,Hamburger SV,1,1,D,1,0,H,2.25,3.2,2.75,2.27,3.25,2.82,2.3,3,2.7,2.25,3.2,2.75,2.3,3.2,2.7,2.3,3.2,2.7,2.2,3.2,2.8,1.7,1.9,1.83,1.83
D1,19/04/2003,FC Nürnberg,Arminia Bielefeld,0,0,D,0,0,D,2.2,3.25,2.75,2.1,3.4,3,2,3.1,3.2,2.1,3.2,3,2.2,3.2,2.88,2.2,3.2,2.875,2.1,3.1,3.1,1.7,1.9,1.9,1.8
D1,19/04/2003,Werder Bremen,VFL Wolfsburg,0,1,A,0,0,D,1.727,3.1,4.5,1.75,3.4,4.2,1.75,3.2,4,1.667,3.25,4.5,1.73,3.2,4.5,1.727,3.2,4.5,1.8,3.3,3.75,1.7,1.9,1.8,1.9
D1,20/04/2003,VFL Bochum,VfB Stuttgart,3,1,H,1,1,D,2.75,3.25,2.2,2.85,3.25,2.25,2.7,3,2.3,2.75,3.25,2.2,2.8,3.25,2.2,2.8,3.25,2.2,2.8,3.2,2.2,1.6,2.05,1.8,1.9
D1,20/04/2003,Bayer Leverkusen,FC Schalke 04,1,3,A,1,1,D,2.25,3.2,2.75,2.37,3.2,2.72,2.2,3,2.9,2.375,3.2,2.625,2.3,3.25,2.7,2.3,3.25,2.7,2.37,3.1,2.62,1.65,1.95,1.8,1.9
D1,26/04/2003,Hamburger SV,FC Nürnberg,4,0,H,2,0,H,1.5,3.4,6,1.51,3.7,6,1.4,3.9,6,1.444,3.6,6.5,1.5,3.5,6,1.444,3.75,6.5,1.5,3.4,6,1.6,2.05,1.8,2
D1,26/04/2003,Hertha BSC,Hannover 96,2,0,H,2,0,H,1.571,3.5,5,1.6,3.6,5,1.55,3.5,4.8,1.571,3.5,5,1.57,3.5,5,1.571,3.6,5,1.57,3.5,5,1.55,2.12,1.7,2.1
D1,26/04/2003,Bor. Mönchengladbach,Bayer Leverkusen,2,2,D,1,1,D,2.25,3.2,2.75,2.35,3.25,2.7,2.3,3,2.7,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.2,3.2,2.8,1.75,1.85,1.85,1.95
D1,26/04/2003,1860 München,Borussia Dortmund,0,0,D,0,0,D,2.625,3.2,2.3,2.9,3.25,2.2,2.7,3,2.3,2.75,3.2,2.25,2.7,3.2,2.3,2.7,3.25,2.3,2.62,3.2,2.3,1.75,1.85,1.85,1.95
D1,26/04/2003,FC Schalke 04,VFL Bochum,1,2,A,1,1,D,1.571,3.5,5,1.52,3.6,6,1.55,3.5,4.8,1.5,3.4,6,1.53,3.6,5.5,1.533,3.6,5.5,1.53,3.4,5.5,1.6,2.05,1.75,2.05
D1,26/04/2003,VfB Stuttgart,FC Hansa Rostock,1,1,D,1,0,H,1.533,3.4,5.5,1.5,3.7,6,1.55,3.5,4.8,1.5,3.4,6,1.44,3.75,6.5,1.444,3.75,6.5,1.53,3.4,5.5,1.6,2.05,1.9,1.9
D1,26/04/2003,VFL Wolfsburg,Bayern München,0,2,A,0,0,D,2.75,3.2,2.25,3.05,3.2,2.15,3,2.9,2.2,3,3.2,2.1,2.88,3.2,2.2,2.9,3.2,2.2,3,3.2,2.1,1.65,1.95,1.9,1.9
D1,27/04/2003,Arminia Bielefeld,Energie Cottbus,2,2,D,0,2,A,1.571,3.5,5,1.55,3.6,5.6,1.45,3.8,5.4,1.5,3.4,6,1.53,3.5,5.5,1.533,3.6,5.5,1.57,3.5,5,1.55,2.12,1.8,2
D1,27/04/2003,FC Kaiserslautern,Werder Bremen,1,0,H,0,0,D,2.1,3.2,3,2.05,3.25,3.25,1.9,3.1,3.5,2,3.2,3.2,2.1,3.25,3,2,3.25,3.25,2,3.2,3.2,1.7,1.9,1.9,1.9
D1,03/05/2003,Bayern München,FC Kaiserslautern,1,0,H,0,0,D,1.5,3.6,5.5,1.52,3.7,5.7,1.6,3.4,4.6,1.5,3.6,5.5,1.57,3.4,5.5,1.571,3.4,5.5,1.53,3.4,5.5,1.6,2.1,1.8,1.9
D1,03/05/2003,VFL Bochum,Bor. Mönchengladbach,1,1,D,1,1,D,1.909,3.1,3.6,2,3.15,3.5,2,2.8,3.6,2,3,3.4,2,3.1,3.4,2,3.1,3.4,2,3.2,3.2,1.75,1.9,1.72,2
D1,03/05/2003,Energie Cottbus,Hamburger SV,0,0,D,0,0,D,3.2,3.2,2,3.45,3.4,1.92,3.6,3.3,1.8,3.25,3.4,1.909,3.4,3.4,1.91,3.4,3.4,1.909,3.1,3.3,2,1.7,1.95,1.8,1.9
D1,03/05/2003,Borussia Dortmund,VFL Wolfsburg,2,2,D,1,0,H,1.444,3.75,6,1.4,4,7.2,1.35,4,7,1.4,3.75,7,1.4,3.75,7.5,1.4,3.75,7.5,1.4,3.75,7,1.65,2,1.8,1.9
D1,03/05/2003,Hannover 96,VfB Stuttgart,1,2,A,0,2,A,2.5,3.25,2.4,2.55,3.3,2.45,2.5,3,2.5,2.4,3.25,2.5,2.6,3.25,2.38,2.6,3.25,2.375,2.62,3.1,2.37,1.6,2.1,1.72,2
D1,03/05/2003,FC Nürnberg,1860 München,1,2,A,1,0,H,2.1,3.4,2.8,2,3.45,3.2,1.85,3.4,3.3,2.1,3.4,2.875,2.1,3.4,2.88,2.1,3.4,2.875,2.1,3.4,2.8,1.7,1.95,1.83,1.83
D1,03/05/2003,Werder Bremen,Hertha BSC,4,2,H,3,1,H,2.3,3.2,2.625,2.4,3.25,2.65,2.4,3,2.6,2.375,3.2,2.6,2.38,3.25,2.6,2.375,3.25,2.6,2.4,3.25,2.5,1.7,1.95,1.8,1.9
D1,04/05/2003,FC Hansa Rostock,FC Schalke 04,3,1,H,0,1,A,2.4,3.25,2.5,2.55,3.15,2.55,2.5,3,2.5,2.5,3.25,2.4,2.5,3.3,2.4,2.5,3.3,2.4,2.5,3.1,2.5,1.8,1.85,1.9,1.8
D1,04/05/2003,Bayer Leverkusen,Arminia Bielefeld,3,1,H,1,1,D,1.667,3.3,4.5,1.6,3.6,5,1.7,3.2,4.2,1.667,3.4,4.333,1.67,3.4,4.5,1.667,3.4,4.5,1.66,3.3,4.5,1.65,2,1.72,2
D1,10/05/2003,Borussia Dortmund,FC Nürnberg,4,1,H,1,0,H,1.333,4,8,1.3,4.7,8.5,1.25,4.5,9,1.286,4.5,8,1.3,4.5,8,1.3,4.5,8,1.33,4.2,7.5,1.63,2.1,1.72,2
D1,10/05/2003,Hamburger SV,Bayer Leverkusen,4,1,H,1,0,H,1.8,3.5,3.5,1.95,3.3,3.5,2,3.1,3.2,1.909,3.2,3.5,1.8,3.5,3.6,1.833,3.5,3.5,1.72,3.4,4,1.7,2,1.72,2
D1,10/05/2003,Hertha BSC,Bayern München,3,6,A,1,5,A,2.1,3.4,2.8,2.1,3.4,3,2,3.2,3.1,2.1,3.4,2.875,2.1,3.4,2.88,2.1,3.4,2.875,2.1,3.3,2.87,1.7,2,1.72,2
D1,10/05/2003,Bor. Mönchengladbach,FC Hansa Rostock,3,0,H,1,0,H,1.909,3.1,3.6,1.91,3.15,3.85,1.9,3,3.6,1.909,3.2,3.5,1.91,3.1,3.75,1.909,3.1,3.75,1.9,3.1,3.6,1.75,1.95,1.9,1.8
D1,10/05/2003,1860 München,Energie Cottbus,3,0,H,2,0,H,1.533,3.4,5.5,1.5,3.75,6,1.5,3.5,5.4,1.444,3.75,6,1.44,3.75,6.5,1.444,3.75,6.5,1.44,3.75,6,1.6,2.15,1.72,2
D1,10/05/2003,VfB Stuttgart,Werder Bremen,0,1,A,0,0,D,1.727,3.4,4,1.78,3.4,4.1,1.75,3.2,4,1.8,3.25,3.75,1.73,3.4,4,1.75,3.4,4,1.72,3.4,4,1.65,2.05,1.8,1.9
D1,10/05/2003,VFL Wolfsburg,FC Kaiserslautern,2,2,D,1,1,D,2,3.2,3.2,2.15,3.25,3.05,2.2,2.8,3.1,2.1,3.4,2.875,2.1,3.25,3,2.1,3.25,3,2,3.1,3.3,1.7,2,1.83,1.83
D1,11/05/2003,Arminia Bielefeld,VFL Bochum,1,3,A,1,1,D,2,3.2,3.2,1.98,3.05,3.7,2,2.9,3.4,2,3,3.4,2,3,3.5,2,3,3.5,2.1,3,3.2,1.7,1.9,1.8,1.9
D1,11/05/2003,FC Schalke 04,Hannover 96,0,2,A,0,0,D,1.667,3.4,4.333,1.67,3.5,4.58,1.6,3.4,4.6,1.667,3.4,4.333,1.67,3.5,4.33,1.667,3.5,4.333,1.66,3.4,4.33,1.65,2.05,1.72,2
D1,17/05/2003,Bayern München,VfB Stuttgart,2,1,H,0,0,D,1.8,3.5,3.5,1.83,3.45,3.5,1.75,3.3,3.8,1.73,3.4,4,1.8,3.4,3.75,1.8,3.4,3.75,1.72,3.25,4.2,1.65,1.95,,
D1,17/05/2003,VFL Bochum,Hamburger SV,1,1,D,1,0,H,2.63,3.2,2.3,2.8,3.3,2.25,2.7,3.2,2.2,2.63,3.4,2.25,2.63,3.4,2.25,2.63,3.4,2.25,2.8,3.2,2.2,1.6,2.05,,
D1,17/05/2003,Energie Cottbus,FC Nürnberg,2,1,H,1,1,D,2.2,3,3,2.15,3.3,3,2,3.2,3.1,2.25,3.2,2.75,2.2,3.25,2.8,2.63,3.25,2.8,2.2,3.2,2.8,1.55,2.15,,
D1,17/05/2003,Hannover 96,Bor. Mönchengladbach,2,2,D,1,0,H,2,2.88,3.6,2.1,2.82,3.65,2,2.5,4,2.1,2.75,3.5,2.1,2.8,3.5,2.1,2.8,3.5,2.1,2.6,3.75,1.75,1.85,,
D1,17/05/2003,FC Hansa Rostock,Arminia Bielefeld,3,0,H,1,0,H,1.91,3,3.75,1.9,3.05,4,1.9,2.7,4.2,1.83,3.2,3.75,,,,1.91,2.9,4,2,2.75,3.8,1.8,1.8,,
D1,17/05/2003,FC Kaiserslautern,Borussia Dortmund,0,0,D,0,0,D,2.63,2.88,2.5,2.6,2.9,2.55,2.6,2.8,2.6,2.63,2.88,2.5,2.7,2.88,2.5,2.7,2.88,2.5,2.9,2.9,2.3,1.75,1.85,,
D1,17/05/2003,Bayer Leverkusen,1860 München,3,0,H,2,0,H,1.57,3.5,5,1.55,3.65,5,1.5,3.7,5,1.57,3.5,5,1.57,3.6,5,1.57,3.6,5,1.53,3.6,5,1.65,1.95,,
D1,17/05/2003,Werder Bremen,FC Schalke 04,2,1,H,1,1,D,1.83,3.2,3.75,1.85,3.35,3.75,1.75,3.3,3.8,1.83,3.2,3.75,1.8,3.25,4,1.8,3.25,4,1.8,3.3,3.75,1.65,2,,
D1,17/05/2003,VFL Wolfsburg,Hertha BSC,2,0,H,1,0,H,2.4,3.25,2.5,2.6,3.3,2.4,2.4,3.2,2.4,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.25,2.4,1.7,1.9,,
D1,24/05/2003,Arminia Bielefeld,Hannover 96,0,1,A,0,0,D,1.615,3.5,4.5,1.55,3.75,5,1.45,3.8,5.4,1.571,3.5,5,,,,1.533,3.75,5,1.61,3.5,4.5,1.5,2.25,,
D1,24/05/2003,Borussia Dortmund,Energie Cottbus,1,1,D,1,0,H,1.125,6.5,12,1.14,6.5,12,1.15,6,12,1.143,5.5,15,1.14,6,13,1.143,6,13,1.14,6,12,1.5,2.25,,
D1,24/05/2003,Hamburger SV,FC Hansa Rostock,2,0,H,1,0,H,1.286,4.5,8,1.27,5,8,1.25,4.5,9,1.286,4.5,8,1.3,4.33,8.5,1.3,4.333,8.5,1.33,4.33,7,1.55,2.15,,
D1,24/05/2003,Hertha BSC,FC Kaiserslautern,2,0,H,1,0,H,1.4,3.75,7,1.37,4,7.5,1.4,3.9,6,1.4,3.75,7,1.36,4,7.5,1.364,4,7.5,1.44,3.75,6,1.6,2.05,,
D1,24/05/2003,Bor. Mönchengladbach,Werder Bremen,4,1,H,0,0,D,2.625,3.1,2.375,2.7,2.9,2.5,2.3,3.2,2.5,2.75,3.2,2.25,2.63,3.1,2.4,2.625,3.1,2.4,2.62,2.9,2.5,1.65,1.95,,
D1,24/05/2003,1860 München,VFL Bochum,2,4,A,1,1,D,1.8,3.3,3.75,1.75,3.4,4,1.7,3.2,4.2,1.8,3.25,3.75,1.8,3.5,3.75,1.8,3.4,3.75,1.66,3.5,4.2,1.5,2.25,,
D1,24/05/2003,FC Nürnberg,Bayer Leverkusen,0,1,A,0,1,A,,,,5.75,4.25,1.42,4.4,3.7,1.55,6,3.75,1.444,6.5,4.33,1.36,6.5,4.333,1.364,6,4.5,1.36,,,,
D1,24/05/2003,FC Schalke 04,Bayern München,1,0,H,1,0,H,2.25,3.4,2.6,2.45,3.2,2.55,2.3,3.2,2.5,2.4,3.25,2.5,2.38,3.4,2.5,2.375,3.4,2.5,2.62,3.1,2.37,1.65,1.95,,
D1,24/05/2003,VfB Stuttgart,VFL Wolfsburg,2,0,H,2,0,H,1.5,3.6,5.5,1.45,3.85,6,1.55,3.5,4.8,1.5,3.4,6,1.5,3.5,6,1.5,3.5,6,1.53,3.25,6,1.6,2.05,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
